time,open,high,low,close,"EU03MY, TVC: Open","EU03MY, TVC: High","EU03MY, TVC: Low","EU03MY, TVC: Close"
2006-04-24T21:00:00Z,3.694,3.694,3.694,3.694,2.582,2.582,2.582,2.582
2006-04-25T21:00:00Z,3.76,3.76,3.76,3.76,2.605,2.605,2.605,2.605
2006-04-26T21:00:00Z,3.753,3.753,3.753,3.753,2.6,2.6,2.6,2.6
2006-04-27T21:00:00Z,3.751,3.751,3.751,3.751,2.604,2.604,2.604,2.604
2006-05-01T21:00:00Z,3.731,3.731,3.731,3.731,2.6,2.6,2.6,2.6
2006-05-02T21:00:00Z,3.758,3.758,3.758,3.758,2.61,2.61,2.61,2.61
2006-05-03T21:00:00Z,3.751,3.751,3.751,3.751,2.585,2.585,2.585,2.585
2006-05-04T21:00:00Z,3.795,3.795,3.795,3.795,2.592,2.592,2.592,2.592
2006-05-07T21:00:00Z,3.768,3.768,3.768,3.768,2.648,2.648,2.648,2.648
2006-05-08T21:00:00Z,3.791,3.791,3.791,3.791,2.666,2.666,2.666,2.666
2006-05-09T21:00:00Z,3.797,3.797,3.797,3.797,2.663,2.663,2.663,2.663
2006-05-10T21:00:00Z,3.748,3.748,3.748,3.748,2.645,2.645,2.645,2.645
2006-05-11T21:00:00Z,3.83,3.83,3.83,3.83,2.66,2.66,2.66,2.66
2006-05-14T21:00:00Z,3.796,3.796,3.796,3.796,2.665,2.665,2.665,2.665
2006-05-15T21:00:00Z,3.736,3.736,3.736,3.736,2.657,2.657,2.657,2.657
2006-05-16T21:00:00Z,3.688,3.688,3.688,3.688,2.658,2.658,2.658,2.658
2006-05-17T21:00:00Z,3.698,3.698,3.698,3.698,2.667,2.667,2.667,2.667
2006-05-18T21:00:00Z,3.703,3.703,3.703,3.703,2.672,2.672,2.672,2.672
2006-05-21T21:00:00Z,3.68,3.68,3.68,3.68,2.677,2.677,2.677,2.677
2006-05-22T21:00:00Z,3.611,3.611,3.611,3.611,2.712,2.712,2.712,2.712
2006-05-23T21:00:00Z,3.609,3.609,3.609,3.609,2.712,2.712,2.712,2.712
2006-05-24T21:00:00Z,3.554,3.554,3.554,3.554,2.701,2.701,2.701,2.701
2006-05-25T21:00:00Z,3.593,3.593,3.593,3.593,2.704,2.704,2.704,2.704
2006-05-28T21:00:00Z,3.605,3.605,3.605,3.605,2.696,2.696,2.696,2.696
2006-05-29T21:00:00Z,3.598,3.598,3.598,3.598,2.7,2.7,2.7,2.7
2006-05-30T21:00:00Z,3.639,3.639,3.639,3.639,2.705,2.705,2.705,2.705
2006-05-31T21:00:00Z,3.687,3.687,3.687,3.687,2.714,2.714,2.714,2.714
2006-06-01T21:00:00Z,3.717,3.717,3.717,3.717,2.729,2.729,2.729,2.729
2006-06-04T21:00:00Z,3.644,3.644,3.644,3.644,2.719,2.719,2.719,2.719
2006-06-05T21:00:00Z,3.692,3.692,3.692,3.692,2.75,2.75,2.75,2.75
2006-06-06T21:00:00Z,3.715,3.715,3.715,3.715,2.765,2.765,2.765,2.765
2006-06-07T21:00:00Z,3.716,3.716,3.716,3.716,2.825,2.825,2.825,2.825
2006-06-08T21:00:00Z,3.686,3.686,3.686,3.686,2.73,2.73,2.73,2.73
2006-06-11T21:00:00Z,3.644,3.644,3.644,3.644,2.746,2.746,2.746,2.746
2006-06-12T21:00:00Z,3.619,3.619,3.619,3.619,2.75,2.75,2.75,2.75
2006-06-13T21:00:00Z,3.591,3.591,3.591,3.591,2.755,2.755,2.755,2.755
2006-06-14T21:00:00Z,3.635,3.635,3.635,3.635,2.821,2.821,2.821,2.821
2006-06-15T21:00:00Z,3.695,3.695,3.695,3.695,2.76,2.76,2.76,2.76
2006-06-18T21:00:00Z,3.679,3.679,3.679,3.679,2.76,2.76,2.76,2.76
2006-06-19T21:00:00Z,3.721,3.721,3.721,3.721,2.785,2.785,2.785,2.785
2006-06-20T21:00:00Z,3.752,3.752,3.752,3.752,2.785,2.785,2.785,2.785
2006-06-21T21:00:00Z,3.754,3.754,3.754,3.754,2.785,2.785,2.785,2.785
2006-06-22T21:00:00Z,3.811,3.811,3.811,3.811,2.79,2.79,2.79,2.79
2006-06-25T21:00:00Z,3.832,3.832,3.832,3.832,2.823,2.823,2.823,2.823
2006-06-26T21:00:00Z,3.849,3.849,3.849,3.849,2.835,2.835,2.835,2.835
2006-06-27T21:00:00Z,3.868,3.868,3.868,3.868,2.85,2.85,2.85,2.85
2006-06-28T21:00:00Z,3.861,3.861,3.861,3.861,2.845,2.845,2.845,2.845
2006-06-29T21:00:00Z,3.816,3.816,3.816,3.816,2.825,2.825,2.825,2.825
2006-07-02T21:00:00Z,3.835,3.835,3.835,3.835,3,3,3,3
2006-07-03T21:00:00Z,3.852,3.852,3.852,3.852,2.995,2.995,2.995,2.995
2006-07-04T21:00:00Z,3.848,3.848,3.848,3.848,2.877,2.877,2.877,2.877
2006-07-05T21:00:00Z,3.876,3.876,3.876,3.876,2.874,2.874,2.874,2.874
2006-07-06T21:00:00Z,3.903,3.903,3.903,3.903,2.899,2.899,2.899,2.899
2006-07-09T21:00:00Z,3.851,3.851,3.851,3.851,2.892,2.892,2.892,2.892
2006-07-10T21:00:00Z,3.87,3.87,3.87,3.87,2.9,2.9,2.9,2.9
2006-07-11T21:00:00Z,3.835,3.835,3.835,3.835,2.894,2.894,2.894,2.894
2006-07-12T21:00:00Z,3.833,3.833,3.833,3.833,2.888,2.888,2.888,2.888
2006-07-13T21:00:00Z,3.79,3.79,3.79,3.79,2.86,2.86,2.86,2.86
2006-07-16T21:00:00Z,3.736,3.736,3.736,3.736,2.905,2.905,2.905,2.905
2006-07-17T21:00:00Z,3.748,3.748,3.748,3.748,2.905,2.905,2.905,2.905
2006-07-18T21:00:00Z,3.786,3.786,3.786,3.786,2.915,2.915,2.915,2.915
2006-07-19T21:00:00Z,3.734,3.734,3.734,3.734,2.91,2.91,2.91,2.91
2006-07-20T21:00:00Z,3.746,3.746,3.746,3.746,2.915,2.915,2.915,2.915
2006-07-23T21:00:00Z,3.734,3.734,3.734,3.734,2.919,2.919,2.919,2.919
2006-07-24T21:00:00Z,3.739,3.739,3.739,3.739,2.959,2.959,2.959,2.959
2006-07-25T21:00:00Z,3.734,3.734,3.734,3.734,2.921,2.921,2.921,2.921
2006-07-26T21:00:00Z,3.718,3.718,3.718,3.718,2.923,2.923,2.923,2.923
2006-07-27T21:00:00Z,3.725,3.725,3.725,3.725,2.937,2.937,2.937,2.937
2006-07-30T21:00:00Z,3.699,3.699,3.699,3.699,2.972,2.972,2.972,2.972
2006-07-31T21:00:00Z,3.697,3.697,3.697,3.697,2.992,2.992,2.992,2.992
2006-08-01T21:00:00Z,3.69,3.69,3.69,3.69,3.058,3.058,3.058,3.058
2006-08-02T21:00:00Z,3.695,3.695,3.695,3.695,3.065,3.065,3.065,3.065
2006-08-03T21:00:00Z,3.767,3.767,3.767,3.767,3.075,3.075,3.075,3.075
2006-08-06T21:00:00Z,3.707,3.707,3.707,3.707,3.016,3.016,3.016,3.016
2006-08-07T21:00:00Z,3.698,3.698,3.698,3.698,3.021,3.021,3.021,3.021
2006-08-08T21:00:00Z,3.688,3.688,3.688,3.688,3.024,3.024,3.024,3.024
2006-08-09T21:00:00Z,3.688,3.688,3.688,3.688,3.026,3.026,3.026,3.026
2006-08-10T21:00:00Z,3.715,3.715,3.715,3.715,3.024,3.024,3.024,3.024
2006-08-13T21:00:00Z,3.782,3.782,3.782,3.782,3.027,3.027,3.027,3.027
2006-08-14T21:00:00Z,3.819,3.819,3.819,3.819,3.08,3.08,3.08,3.08
2006-08-15T21:00:00Z,3.778,3.778,3.778,3.778,3.502,3.502,3.502,3.502
2006-08-16T21:00:00Z,3.742,3.742,3.742,3.742,3.503,3.503,3.503,3.503
2006-08-17T21:00:00Z,3.752,3.752,3.752,3.752,3.082,3.082,3.082,3.082
2006-08-20T21:00:00Z,3.728,3.728,3.728,3.728,3.076,3.076,3.076,3.076
2006-08-21T21:00:00Z,3.687,3.687,3.687,3.687,3.079,3.079,3.079,3.079
2006-08-22T21:00:00Z,3.63,3.63,3.63,3.63,3.081,3.081,3.081,3.081
2006-08-23T21:00:00Z,3.601,3.601,3.601,3.601,3.078,3.078,3.078,3.078
2006-08-24T21:00:00Z,3.625,3.625,3.625,3.625,3.078,3.078,3.078,3.078
2006-08-27T21:00:00Z,3.601,3.601,3.601,3.601,3.095,3.095,3.095,3.095
2006-08-28T21:00:00Z,3.64,3.64,3.64,3.64,3.102,3.102,3.102,3.102
2006-08-29T21:00:00Z,3.618,3.618,3.618,3.618,3.1,3.1,3.1,3.1
2006-08-30T21:00:00Z,3.58,3.58,3.58,3.58,3.128,3.128,3.128,3.128
2006-08-31T21:00:00Z,3.575,3.575,3.575,3.575,3.106,3.106,3.106,3.106
2006-09-03T21:00:00Z,3.581,3.581,3.581,3.581,3.116,3.116,3.116,3.116
2006-09-04T21:00:00Z,3.628,3.628,3.628,3.628,3.135,3.135,3.135,3.135
2006-09-05T21:00:00Z,3.674,3.674,3.674,3.674,3.105,3.105,3.105,3.105
2006-09-06T21:00:00Z,3.662,3.662,3.662,3.662,3.105,3.105,3.105,3.105
2006-09-07T21:00:00Z,3.66,3.66,3.66,3.66,3.131,3.131,3.131,3.131
2006-09-10T21:00:00Z,3.684,3.684,3.684,3.684,3.138,3.138,3.138,3.138
2006-09-11T21:00:00Z,3.691,3.691,3.691,3.691,3.163,3.163,3.163,3.163
2006-09-12T21:00:00Z,3.665,3.665,3.665,3.665,3.165,3.165,3.165,3.165
2006-09-13T21:00:00Z,3.682,3.682,3.682,3.682,3.213,3.213,3.213,3.213
2006-09-14T21:00:00Z,3.691,3.691,3.691,3.691,3.154,3.154,3.154,3.154
2006-09-17T21:00:00Z,3.691,3.691,3.691,3.691,3.154,3.154,3.154,3.154
2006-09-18T21:00:00Z,3.723,3.723,3.723,3.723,3.17,3.17,3.17,3.17
2006-09-19T21:00:00Z,3.693,3.693,3.693,3.693,3.223,3.223,3.223,3.223
2006-09-20T21:00:00Z,3.62,3.62,3.62,3.62,3.171,3.171,3.171,3.171
2006-09-21T21:00:00Z,3.569,3.569,3.569,3.569,3.195,3.195,3.195,3.195
2006-09-24T21:00:00Z,3.532,3.532,3.532,3.532,3.224,3.224,3.224,3.224
2006-09-25T21:00:00Z,3.532,3.532,3.532,3.532,3.224,3.224,3.224,3.224
2006-09-26T21:00:00Z,3.561,3.561,3.561,3.561,3.232,3.232,3.232,3.232
2006-09-27T21:00:00Z,3.581,3.581,3.581,3.581,3.284,3.284,3.284,3.284
2006-09-28T21:00:00Z,3.608,3.608,3.608,3.608,3.296,3.296,3.296,3.296
2006-10-01T21:00:00Z,3.634,3.634,3.634,3.634,3.241,3.241,3.241,3.241
2006-10-02T21:00:00Z,3.605,3.605,3.605,3.605,3.239,3.239,3.239,3.239
2006-10-03T21:00:00Z,3.628,3.628,3.628,3.628,3.251,3.251,3.251,3.251
2006-10-04T21:00:00Z,3.588,3.588,3.588,3.588,3.255,3.255,3.255,3.255
2006-10-05T21:00:00Z,3.617,3.617,3.617,3.617,3.252,3.252,3.252,3.252
2006-10-08T21:00:00Z,3.648,3.648,3.648,3.648,3.248,3.248,3.248,3.248
2006-10-09T21:00:00Z,3.657,3.657,3.657,3.657,3.326,3.326,3.326,3.326
2006-10-10T21:00:00Z,3.726,3.726,3.726,3.726,3.255,3.255,3.255,3.255
2006-10-11T21:00:00Z,3.735,3.735,3.735,3.735,3.264,3.264,3.264,3.264
2006-10-12T21:00:00Z,3.715,3.715,3.715,3.715,3.249,3.249,3.249,3.249
2006-10-15T21:00:00Z,3.74,3.74,3.74,3.74,3.25,3.25,3.25,3.25
2006-10-16T21:00:00Z,3.729,3.729,3.729,3.729,3.26,3.26,3.26,3.26
2006-10-17T21:00:00Z,3.713,3.713,3.713,3.713,3.308,3.308,3.308,3.308
2006-10-18T21:00:00Z,3.716,3.716,3.716,3.716,3.311,3.311,3.311,3.311
2006-10-19T21:00:00Z,3.731,3.731,3.731,3.731,3.307,3.307,3.307,3.307
2006-10-22T21:00:00Z,3.75,3.75,3.75,3.75,3.264,3.264,3.264,3.264
2006-10-23T21:00:00Z,3.797,3.797,3.797,3.797,3.305,3.305,3.305,3.305
2006-10-24T21:00:00Z,3.793,3.793,3.793,3.793,3.306,3.306,3.306,3.306
2006-10-25T21:00:00Z,3.793,3.793,3.793,3.793,3.315,3.315,3.315,3.315
2006-10-26T21:00:00Z,3.786,3.786,3.786,3.786,3.319,3.319,3.319,3.319
2006-10-29T22:00:00Z,3.75,3.75,3.75,3.75,3.315,3.315,3.315,3.315
2006-10-30T22:00:00Z,3.73,3.73,3.73,3.73,3.32,3.32,3.32,3.32
2006-10-31T22:00:00Z,3.671,3.671,3.671,3.671,3.316,3.316,3.316,3.316
2006-11-01T22:00:00Z,3.635,3.635,3.635,3.635,3.33,3.33,3.33,3.33
2006-11-02T22:00:00Z,3.674,3.674,3.674,3.674,3.336,3.336,3.336,3.336
2006-11-05T22:00:00Z,3.73,3.73,3.73,3.73,3.335,3.335,3.335,3.335
2006-11-06T22:00:00Z,3.74,3.74,3.74,3.74,3.385,3.385,3.385,3.385
2006-11-07T22:00:00Z,3.71,3.71,3.71,3.71,3.333,3.333,3.333,3.333
2006-11-08T22:00:00Z,3.717,3.717,3.717,3.717,3.38,3.38,3.38,3.38
2006-11-09T22:00:00Z,3.711,3.711,3.711,3.711,3.38,3.38,3.38,3.38
2006-11-12T22:00:00Z,3.674,3.674,3.674,3.674,3.388,3.388,3.388,3.388
2006-11-13T22:00:00Z,3.688,3.688,3.688,3.688,3.42,3.42,3.42,3.42
2006-11-14T22:00:00Z,3.679,3.679,3.679,3.679,3.363,3.363,3.363,3.363
2006-11-15T22:00:00Z,3.707,3.707,3.707,3.707,3.399,3.399,3.399,3.399
2006-11-16T22:00:00Z,3.723,3.723,3.723,3.723,3.404,3.404,3.404,3.404
2006-11-19T22:00:00Z,3.684,3.684,3.684,3.684,3.419,3.419,3.419,3.419
2006-11-20T22:00:00Z,3.654,3.654,3.654,3.654,3.45,3.45,3.45,3.45
2006-11-21T22:00:00Z,3.654,3.654,3.654,3.654,3.468,3.468,3.468,3.468
2006-11-22T22:00:00Z,3.657,3.657,3.657,3.657,3.455,3.455,3.455,3.455
2006-11-23T22:00:00Z,3.693,3.693,3.693,3.693,3.465,3.465,3.465,3.465
2006-11-26T22:00:00Z,3.634,3.634,3.634,3.634,3.45,3.45,3.45,3.45
2006-11-27T22:00:00Z,3.623,3.623,3.623,3.623,3.465,3.465,3.465,3.465
2006-11-28T22:00:00Z,3.625,3.625,3.625,3.625,3.472,3.472,3.472,3.472
2006-11-29T22:00:00Z,3.671,3.671,3.671,3.671,3.465,3.465,3.465,3.465
2006-11-30T22:00:00Z,3.63,3.63,3.63,3.63,3.475,3.475,3.475,3.475
2006-12-03T22:00:00Z,3.602,3.602,3.602,3.602,3.465,3.465,3.465,3.465
2006-12-04T22:00:00Z,3.591,3.591,3.591,3.591,3.5,3.5,3.5,3.5
2006-12-05T22:00:00Z,3.614,3.614,3.614,3.614,3.486,3.486,3.486,3.486
2006-12-06T22:00:00Z,3.635,3.635,3.635,3.635,3.486,3.486,3.486,3.486
2006-12-07T22:00:00Z,3.678,3.678,3.678,3.678,3.486,3.486,3.486,3.486
2006-12-10T22:00:00Z,3.708,3.708,3.708,3.708,3.498,3.498,3.498,3.498
2006-12-11T22:00:00Z,3.72,3.72,3.72,3.72,3.476,3.476,3.476,3.476
2006-12-12T22:00:00Z,3.725,3.725,3.725,3.725,3.47,3.47,3.47,3.47
2006-12-13T22:00:00Z,3.75,3.75,3.75,3.75,3.445,3.445,3.445,3.445
2006-12-14T22:00:00Z,3.785,3.785,3.785,3.785,3.345,3.345,3.345,3.345
2006-12-17T22:00:00Z,3.816,3.816,3.816,3.816,3.371,3.371,3.371,3.371
2006-12-18T22:00:00Z,3.816,3.816,3.816,3.816,3.383,3.383,3.383,3.383
2006-12-19T22:00:00Z,3.849,3.849,3.849,3.849,3.377,3.377,3.377,3.377
2006-12-20T22:00:00Z,3.854,3.854,3.854,3.854,3.379,3.379,3.379,3.379
2006-12-21T22:00:00Z,3.857,3.857,3.857,3.857,3.472,3.472,3.472,3.472
2006-12-24T22:00:00Z,3.876,3.876,3.876,3.876,NaN,NaN,NaN,NaN
2006-12-25T22:00:00Z,3.871,3.871,3.871,3.871,NaN,NaN,NaN,NaN
2006-12-26T22:00:00Z,3.871,3.871,3.871,3.871,3.473,3.473,3.473,3.473
2006-12-27T22:00:00Z,3.912,3.912,3.912,3.912,3.424,3.424,3.424,3.424
2006-12-28T22:00:00Z,3.928,3.928,3.928,3.928,3.401,3.401,3.401,3.401
2007-01-01T22:00:00Z,3.922,3.922,3.922,3.922,3.437,3.437,3.437,3.437
2007-01-02T22:00:00Z,3.91,3.91,3.91,3.91,3.555,3.555,3.555,3.555
2007-01-03T22:00:00Z,3.906,3.906,3.906,3.906,3.574,3.574,3.574,3.574
2007-01-04T22:00:00Z,3.899,3.899,3.899,3.899,3.572,3.572,3.572,3.572
2007-01-07T22:00:00Z,3.939,3.939,3.939,3.939,3.581,3.581,3.581,3.581
2007-01-08T22:00:00Z,3.928,3.928,3.928,3.928,3.585,3.585,3.585,3.585
2007-01-09T22:00:00Z,3.964,3.964,3.964,3.964,3.596,3.596,3.596,3.596
2007-01-10T22:00:00Z,3.962,3.962,3.962,3.962,3.601,3.601,3.601,3.601
2007-01-11T22:00:00Z,3.96,3.96,3.96,3.96,3.579,3.579,3.579,3.579
2007-01-14T22:00:00Z,3.986,3.986,3.986,3.986,3.566,3.566,3.566,3.566
2007-01-15T22:00:00Z,3.984,3.984,3.984,3.984,3.57,3.57,3.57,3.57
2007-01-16T22:00:00Z,3.98,3.98,3.98,3.98,3.569,3.569,3.569,3.569
2007-01-17T22:00:00Z,3.985,3.985,3.985,3.985,3.614,3.614,3.614,3.614
2007-01-18T22:00:00Z,3.988,3.988,3.988,3.988,3.608,3.608,3.608,3.608
2007-01-21T22:00:00Z,4.007,4.007,4.007,4.007,3.58,3.58,3.58,3.58
2007-01-22T22:00:00Z,3.976,3.976,3.976,3.976,3.615,3.615,3.615,3.615
2007-01-23T22:00:00Z,4,4,4,4,3.62,3.62,3.62,3.62
2007-01-24T22:00:00Z,3.994,3.994,3.994,3.994,3.604,3.604,3.604,3.604
2007-01-25T22:00:00Z,4.03,4.03,4.03,4.03,3.623,3.623,3.623,3.623
2007-01-28T22:00:00Z,4.043,4.043,4.043,4.043,3.584,3.584,3.584,3.584
2007-01-29T22:00:00Z,4.062,4.062,4.062,4.062,3.651,3.651,3.651,3.651
2007-01-30T22:00:00Z,4.034,4.034,4.034,4.034,3.689,3.689,3.689,3.689
2007-01-31T22:00:00Z,4.039,4.039,4.039,4.039,3.654,3.654,3.654,3.654
2007-02-01T22:00:00Z,4.023,4.023,4.023,4.023,3.65,3.65,3.65,3.65
2007-02-04T22:00:00Z,3.974,3.974,3.974,3.974,3.648,3.648,3.648,3.648
2007-02-05T22:00:00Z,3.948,3.948,3.948,3.948,3.653,3.653,3.653,3.653
2007-02-06T22:00:00Z,3.934,3.934,3.934,3.934,3.659,3.659,3.659,3.659
2007-02-07T22:00:00Z,3.956,3.956,3.956,3.956,3.662,3.662,3.662,3.662
2007-02-08T22:00:00Z,3.978,3.978,3.978,3.978,3.666,3.666,3.666,3.666
2007-02-11T22:00:00Z,4.022,4.022,4.022,4.022,3.662,3.662,3.662,3.662
2007-02-12T22:00:00Z,4.032,4.032,4.032,4.032,3.691,3.691,3.691,3.691
2007-02-13T22:00:00Z,4.045,4.045,4.045,4.045,3.69,3.69,3.69,3.69
2007-02-14T22:00:00Z,4.024,4.024,4.024,4.024,3.693,3.693,3.693,3.693
2007-02-15T22:00:00Z,3.97,3.97,3.97,3.97,3.689,3.689,3.689,3.689
2007-02-18T22:00:00Z,3.997,3.997,3.997,3.997,3.687,3.687,3.687,3.687
2007-02-19T22:00:00Z,4.012,4.012,4.012,4.012,3.696,3.696,3.696,3.696
2007-02-20T22:00:00Z,4,4,4,4,3.691,3.691,3.691,3.691
2007-02-21T22:00:00Z,3.996,3.996,3.996,3.996,3.698,3.698,3.698,3.698
2007-02-22T22:00:00Z,4.036,4.036,4.036,4.036,3.699,3.699,3.699,3.699
2007-02-25T22:00:00Z,3.99,3.99,3.99,3.99,3.702,3.702,3.702,3.702
2007-02-26T22:00:00Z,3.939,3.939,3.939,3.939,3.734,3.734,3.734,3.734
2007-02-27T22:00:00Z,3.844,3.844,3.844,3.844,3.734,3.734,3.734,3.734
2007-02-28T22:00:00Z,3.898,3.898,3.898,3.898,3.732,3.732,3.732,3.732
2007-03-01T22:00:00Z,3.869,3.869,3.869,3.869,3.73,3.73,3.73,3.73
2007-03-04T22:00:00Z,3.84,3.84,3.84,3.84,3.729,3.729,3.729,3.729
2007-03-05T22:00:00Z,3.818,3.818,3.818,3.818,3.734,3.734,3.734,3.734
2007-03-06T22:00:00Z,3.85,3.85,3.85,3.85,3.734,3.734,3.734,3.734
2007-03-07T22:00:00Z,3.831,3.831,3.831,3.831,3.726,3.726,3.726,3.726
2007-03-08T22:00:00Z,3.853,3.853,3.853,3.853,3.739,3.739,3.739,3.739
2007-03-11T21:00:00Z,3.905,3.905,3.905,3.905,3.755,3.755,3.755,3.755
2007-03-12T21:00:00Z,3.876,3.876,3.876,3.876,3.768,3.768,3.768,3.768
2007-03-13T21:00:00Z,3.837,3.837,3.837,3.837,3.75,3.75,3.75,3.75
2007-03-14T21:00:00Z,3.852,3.852,3.852,3.852,3.766,3.766,3.766,3.766
2007-03-15T21:00:00Z,3.86,3.86,3.86,3.86,3.76,3.76,3.76,3.76
2007-03-18T21:00:00Z,3.877,3.877,3.877,3.877,3.759,3.759,3.759,3.759
2007-03-19T21:00:00Z,3.907,3.907,3.907,3.907,3.772,3.772,3.772,3.772
2007-03-20T21:00:00Z,3.89,3.89,3.89,3.89,3.772,3.772,3.772,3.772
2007-03-21T21:00:00Z,3.873,3.873,3.873,3.873,3.779,3.779,3.779,3.779
2007-03-22T21:00:00Z,3.923,3.923,3.923,3.923,3.776,3.776,3.776,3.776
2007-03-25T21:00:00Z,3.96,3.96,3.96,3.96,3.751,3.751,3.751,3.751
2007-03-26T21:00:00Z,3.967,3.967,3.967,3.967,3.803,3.803,3.803,3.803
2007-03-27T21:00:00Z,3.985,3.985,3.985,3.985,3.802,3.802,3.802,3.802
2007-03-28T21:00:00Z,3.993,3.993,3.993,3.993,3.802,3.802,3.802,3.802
2007-03-29T21:00:00Z,4.012,4.012,4.012,4.012,3.8,3.8,3.8,3.8
2007-04-01T21:00:00Z,4.01,4.01,4.01,4.01,3.805,3.805,3.805,3.805
2007-04-02T21:00:00Z,4.051,4.051,4.051,4.051,3.81,3.81,3.81,3.81
2007-04-03T21:00:00Z,4.055,4.055,4.055,4.055,3.816,3.816,3.816,3.816
2007-04-04T21:00:00Z,4.028,4.028,4.028,4.028,3.818,3.818,3.818,3.818
2007-04-09T21:00:00Z,4.044,4.044,4.044,4.044,3.817,3.817,3.817,3.817
2007-04-10T21:00:00Z,4.087,4.087,4.087,4.087,3.821,3.821,3.821,3.821
2007-04-11T21:00:00Z,4.102,4.102,4.102,4.102,3.863,3.863,3.863,3.863
2007-04-12T21:00:00Z,4.143,4.143,4.143,4.143,3.862,3.862,3.862,3.862
2007-04-15T21:00:00Z,4.177,4.177,4.177,4.177,3.85,3.85,3.85,3.85
2007-04-16T21:00:00Z,4.152,4.152,4.152,4.152,3.858,3.858,3.858,3.858
2007-04-17T21:00:00Z,4.139,4.139,4.139,4.139,3.851,3.851,3.851,3.851
2007-04-18T21:00:00Z,4.116,4.116,4.116,4.116,3.849,3.849,3.849,3.849
2007-04-19T21:00:00Z,4.139,4.139,4.139,4.139,3.84,3.84,3.84,3.84
2007-04-22T21:00:00Z,4.152,4.152,4.152,4.152,3.834,3.834,3.834,3.834
2007-04-23T21:00:00Z,4.118,4.118,4.118,4.118,3.885,3.885,3.885,3.885
2007-04-24T21:00:00Z,4.107,4.107,4.107,4.107,3.885,3.885,3.885,3.885
2007-04-25T21:00:00Z,4.157,4.157,4.157,4.157,3.871,3.871,3.871,3.871
2007-04-26T21:00:00Z,4.196,4.196,4.196,4.196,3.873,3.873,3.873,3.873
2007-04-29T21:00:00Z,4.191,4.191,4.191,4.191,3.861,3.861,3.861,3.861
2007-04-30T21:00:00Z,4.112,4.112,4.112,4.112,3.859,3.859,3.859,3.859
2007-05-01T21:00:00Z,4.134,4.134,4.134,4.134,3.873,3.873,3.873,3.873
2007-05-02T21:00:00Z,4.189,4.189,4.189,4.189,3.861,3.861,3.861,3.861
2007-05-03T21:00:00Z,4.199,4.199,4.199,4.199,3.866,3.866,3.866,3.866
2007-05-06T21:00:00Z,4.169,4.169,4.169,4.169,3.865,3.865,3.865,3.865
2007-05-07T21:00:00Z,4.187,4.187,4.187,4.187,3.941,3.941,3.941,3.941
2007-05-08T21:00:00Z,4.181,4.181,4.181,4.181,3.929,3.929,3.929,3.929
2007-05-09T21:00:00Z,4.197,4.197,4.197,4.197,3.919,3.919,3.919,3.919
2007-05-10T21:00:00Z,4.174,4.174,4.174,4.174,3.918,3.918,3.918,3.918
2007-05-13T21:00:00Z,4.19,4.19,4.19,4.19,3.925,3.925,3.925,3.925
2007-05-14T21:00:00Z,4.239,4.239,4.239,4.239,3.917,3.917,3.917,3.917
2007-05-15T21:00:00Z,4.271,4.271,4.271,4.271,3.893,3.893,3.893,3.893
2007-05-16T21:00:00Z,4.285,4.285,4.285,4.285,3.883,3.883,3.883,3.883
2007-05-17T21:00:00Z,4.295,4.295,4.295,4.295,3.917,3.917,3.917,3.917
2007-05-20T21:00:00Z,4.288,4.288,4.288,4.288,3.914,3.914,3.914,3.914
2007-05-21T21:00:00Z,4.267,4.267,4.267,4.267,3.917,3.917,3.917,3.917
2007-05-22T21:00:00Z,4.332,4.332,4.332,4.332,3.92,3.92,3.92,3.92
2007-05-23T21:00:00Z,4.377,4.377,4.377,4.377,3.955,3.955,3.955,3.955
2007-05-24T21:00:00Z,4.333,4.333,4.333,4.333,3.964,3.964,3.964,3.964
2007-05-27T21:00:00Z,4.378,4.378,4.378,4.378,3.959,3.959,3.959,3.959
2007-05-28T21:00:00Z,4.375,4.375,4.375,4.375,3.965,3.965,3.965,3.965
2007-05-29T21:00:00Z,4.385,4.385,4.385,4.385,3.969,3.969,3.969,3.969
2007-05-30T21:00:00Z,4.395,4.395,4.395,4.395,3.969,3.969,3.969,3.969
2007-05-31T21:00:00Z,4.404,4.404,4.404,4.404,3.972,3.972,3.972,3.972
2007-06-03T21:00:00Z,4.457,4.457,4.457,4.457,3.977,3.977,3.977,3.977
2007-06-04T21:00:00Z,4.44,4.44,4.44,4.44,4,4,4,4
2007-06-05T21:00:00Z,4.469,4.469,4.469,4.469,3.98,3.98,3.98,3.98
2007-06-06T21:00:00Z,4.424,4.424,4.424,4.424,3.98,3.98,3.98,3.98
2007-06-07T21:00:00Z,4.51,4.51,4.51,4.51,3.982,3.982,3.982,3.982
2007-06-10T21:00:00Z,4.517,4.517,4.517,4.517,3.984,3.984,3.984,3.984
2007-06-11T21:00:00Z,4.499,4.499,4.499,4.499,3.998,3.998,3.998,3.998
2007-06-12T21:00:00Z,4.551,4.551,4.551,4.551,3.999,3.999,3.999,3.999
2007-06-13T21:00:00Z,4.574,4.574,4.574,4.574,3.994,3.994,3.994,3.994
2007-06-14T21:00:00Z,4.562,4.562,4.562,4.562,3.997,3.997,3.997,3.997
2007-06-17T21:00:00Z,4.586,4.586,4.586,4.586,3.996,3.996,3.996,3.996
2007-06-18T21:00:00Z,4.56,4.56,4.56,4.56,3.989,3.989,3.989,3.989
