time,open,high,low,close,"GB03MY, TVC: Open","GB03MY, TVC: High","GB03MY, TVC: Low","GB03MY, TVC: Close"
1987-02-10T22:00:00Z,10.14000034,10.14000034,10.14000034,10.14000034,10.57999992,10.57999992,10.57999992,10.57999992
1987-02-11T22:00:00Z,10.14000034,10.14000034,10.14000034,10.14000034,10.59000015,10.59000015,10.59000015,10.59000015
1987-02-12T22:00:00Z,10.10000038,10.10000038,10.10000038,10.10000038,10.59000015,10.59000015,10.59000015,10.59000015
1987-02-15T22:00:00Z,10.07999992,10.07999992,10.07999992,10.07999992,10.55000019,10.55000019,10.55000019,10.55000019
1987-02-16T22:00:00Z,10.03999996,10.03999996,10.03999996,10.03999996,10.56000042,10.56000042,10.56000042,10.56000042
1987-02-17T22:00:00Z,9.85000038,9.85000038,9.85000038,9.85000038,10.31000042,10.31000042,10.31000042,10.31000042
1987-02-18T22:00:00Z,9.81000042,9.81000042,9.81000042,9.81000042,10.13000011,10.13000011,10.13000011,10.13000011
1987-02-19T22:00:00Z,9.76000023,9.76000023,9.76000023,9.76000023,10.27999973,10.27999973,10.27999973,10.27999973
1987-02-22T22:00:00Z,9.71000004,9.71000004,9.71000004,9.71000004,10.30000019,10.30000019,10.30000019,10.30000019
1987-02-23T22:00:00Z,9.71000004,9.71000004,9.71000004,9.71000004,10.25,10.25,10.25,10.25
1987-02-24T22:00:00Z,9.81000042,9.81000042,9.81000042,9.81000042,10.31000042,10.31000042,10.31000042,10.31000042
1987-02-25T22:00:00Z,9.77999973,9.77999973,9.77999973,9.77999973,10.35000038,10.35000038,10.35000038,10.35000038
1987-02-26T22:00:00Z,9.67000008,9.67000008,9.67000008,9.67000008,10.34000015,10.34000015,10.34000015,10.34000015
1987-03-01T22:00:00Z,9.56999969,9.56999969,9.56999969,9.56999969,10.21000004,10.21000004,10.21000004,10.21000004
1987-03-02T22:00:00Z,9.52999973,9.52999973,9.52999973,9.52999973,10.14000034,10.14000034,10.14000034,10.14000034
1987-03-03T22:00:00Z,9.40999985,9.40999985,9.40999985,9.40999985,10.05000019,10.05000019,10.05000019,10.05000019
1987-03-04T22:00:00Z,9.31000042,9.31000042,9.31000042,9.31000042,9.90999985,9.90999985,9.90999985,9.90999985
1987-03-05T22:00:00Z,9.27000046,9.27000046,9.27000046,9.27000046,10,10,10,10
1987-03-08T22:00:00Z,9.38000011,9.38000011,9.38000011,9.38000011,9.85999966,9.85999966,9.85999966,9.85999966
1987-03-09T22:00:00Z,9.21000004,9.21000004,9.21000004,9.21000004,9.77000046,9.77000046,9.77000046,9.77000046
1987-03-10T22:00:00Z,9.13000011,9.13000011,9.13000011,9.13000011,9.59000015,9.59000015,9.59000015,9.59000015
1987-03-11T22:00:00Z,9.18999958,9.18999958,9.18999958,9.18999958,9.55000019,9.55000019,9.55000019,9.55000019
1987-03-12T22:00:00Z,9.10000038,9.10000038,9.10000038,9.10000038,9.57999992,9.57999992,9.57999992,9.57999992
1987-03-15T22:00:00Z,9.09000015,9.09000015,9.09000015,9.09000015,9.39999962,9.39999962,9.39999962,9.39999962
1987-03-16T22:00:00Z,8.85999966,8.85999966,8.85999966,8.85999966,9.32999992,9.32999992,9.32999992,9.32999992
1987-03-17T22:00:00Z,8.64000034,8.64000034,8.64000034,8.64000034,9.38000011,9.38000011,9.38000011,9.38000011
1987-03-18T22:00:00Z,8.64000034,8.64000034,8.64000034,8.64000034,9.27999973,9.27999973,9.27999973,9.27999973
1987-03-19T22:00:00Z,8.60999966,8.60999966,8.60999966,8.60999966,9.30000019,9.30000019,9.30000019,9.30000019
1987-03-22T22:00:00Z,8.67000008,8.67000008,8.67000008,8.67000008,9.27000046,9.27000046,9.27000046,9.27000046
1987-03-23T22:00:00Z,8.81999969,8.81999969,8.81999969,8.81999969,9.30000019,9.30000019,9.30000019,9.30000019
1987-03-24T22:00:00Z,8.85999966,8.85999966,8.85999966,8.85999966,9.30000019,9.30000019,9.30000019,9.30000019
1987-03-25T22:00:00Z,9.01000023,9.01000023,9.01000023,9.01000023,9.40999985,9.40999985,9.40999985,9.40999985
1987-03-26T22:00:00Z,9.06000042,9.06000042,9.06000042,9.06000042,9.47000027,9.47000027,9.47000027,9.47000027
1987-03-29T22:00:00Z,9.22999954,9.22999954,9.22999954,9.22999954,9.56000042,9.56000042,9.56000042,9.56000042
1987-03-30T22:00:00Z,9.11999989,9.11999989,9.11999989,9.11999989,9.55000019,9.55000019,9.55000019,9.55000019
1987-03-31T22:00:00Z,9.30000019,9.30000019,9.30000019,9.30000019,9.52999973,9.52999973,9.52999973,9.52999973
1987-04-01T22:00:00Z,9.35999966,9.35999966,9.35999966,9.35999966,9.60999966,9.60999966,9.60999966,9.60999966
1987-04-02T22:00:00Z,9.35000038,9.35000038,9.35000038,9.35000038,9.60000038,9.60000038,9.60000038,9.60000038
1987-04-05T21:00:00Z,9.21000004,9.21000004,9.21000004,9.21000004,9.47000027,9.47000027,9.47000027,9.47000027
1987-04-06T21:00:00Z,9.21000004,9.21000004,9.21000004,9.21000004,9.48999977,9.48999977,9.48999977,9.48999977
1987-04-07T21:00:00Z,9.17000008,9.17000008,9.17000008,9.17000008,9.52000046,9.52000046,9.52000046,9.52000046
1987-04-08T21:00:00Z,9.25,9.25,9.25,9.25,9.52000046,9.52000046,9.52000046,9.52000046
1987-04-09T21:00:00Z,9.5,9.5,9.5,9.5,9.56000042,9.56000042,9.56000042,9.56000042
1987-04-12T21:00:00Z,9.52000046,9.52000046,9.52000046,9.52000046,9.60999966,9.60999966,9.60999966,9.60999966
1987-04-13T21:00:00Z,9.47999954,9.47999954,9.47999954,9.47999954,9.60999966,9.60999966,9.60999966,9.60999966
1987-04-14T21:00:00Z,9.5,9.5,9.5,9.5,9.56000042,9.56000042,9.56000042,9.56000042
1987-04-15T21:00:00Z,9.39999962,9.39999962,9.39999962,9.39999962,9.52999973,9.52999973,9.52999973,9.52999973
1987-04-16T21:00:00Z,9.39999962,9.39999962,9.39999962,9.39999962,9.52999973,9.52999973,9.52999973,9.52999973
1987-04-19T21:00:00Z,9.39999962,9.39999962,9.39999962,9.39999962,9.52999973,9.52999973,9.52999973,9.52999973
1987-04-20T21:00:00Z,9.40999985,9.40999985,9.40999985,9.40999985,9.55000019,9.55000019,9.55000019,9.55000019
1987-04-21T21:00:00Z,9.31999969,9.31999969,9.31999969,9.31999969,9.56000042,9.56000042,9.56000042,9.56000042
1987-04-22T21:00:00Z,9.25,9.25,9.25,9.25,9.52999973,9.52999973,9.52999973,9.52999973
1987-04-23T21:00:00Z,9.05000019,9.05000019,9.05000019,9.05000019,9.35999966,9.35999966,9.35999966,9.35999966
1987-04-26T21:00:00Z,9.05000019,9.05000019,9.05000019,9.05000019,9.22000027,9.22000027,9.22000027,9.22000027
1987-04-27T21:00:00Z,9.01000023,9.01000023,9.01000023,9.01000023,9.27999973,9.27999973,9.27999973,9.27999973
1987-04-28T21:00:00Z,8.93000031,8.93000031,8.93000031,8.93000031,9.09000015,9.09000015,9.09000015,9.09000015
1987-04-29T21:00:00Z,8.93999958,8.93999958,8.93999958,8.93999958,8.98999977,8.98999977,8.98999977,8.98999977
1987-04-30T21:00:00Z,8.93999958,8.93999958,8.93999958,8.93999958,8.81000042,8.81000042,8.81000042,8.81000042
1987-05-03T21:00:00Z,8.92000008,8.92000008,8.92000008,8.92000008,8.81000042,8.81000042,8.81000042,8.81000042
1987-05-04T21:00:00Z,8.73999977,8.73999977,8.73999977,8.73999977,8.71000004,8.71000004,8.71000004,8.71000004
1987-05-05T21:00:00Z,8.72999954,8.72999954,8.72999954,8.72999954,8.60000038,8.60000038,8.60000038,8.60000038
1987-05-06T21:00:00Z,8.69999981,8.69999981,8.69999981,8.69999981,8.71000004,8.71000004,8.71000004,8.71000004
1987-05-07T21:00:00Z,8.56999969,8.56999969,8.56999969,8.56999969,8.60000038,8.60000038,8.60000038,8.60000038
1987-05-10T21:00:00Z,8.64000034,8.64000034,8.64000034,8.64000034,8.55000019,8.55000019,8.55000019,8.55000019
1987-05-11T21:00:00Z,8.65999985,8.65999985,8.65999985,8.65999985,8.60999966,8.60999966,8.60999966,8.60999966
1987-05-12T21:00:00Z,8.69999981,8.69999981,8.69999981,8.69999981,8.57999992,8.57999992,8.57999992,8.57999992
1987-05-13T21:00:00Z,8.72999954,8.72999954,8.72999954,8.72999954,8.52999973,8.52999973,8.52999973,8.52999973
1987-05-14T21:00:00Z,8.81999969,8.81999969,8.81999969,8.81999969,8.35999966,8.35999966,8.35999966,8.35999966
1987-05-17T21:00:00Z,8.92000008,8.92000008,8.92000008,8.92000008,8.46000004,8.46000004,8.46000004,8.46000004
1987-05-18T21:00:00Z,8.84000015,8.84000015,8.84000015,8.84000015,8.43999958,8.43999958,8.43999958,8.43999958
1987-05-19T21:00:00Z,8.90999985,8.90999985,8.90999985,8.90999985,8.46000004,8.46000004,8.46000004,8.46000004
1987-05-20T21:00:00Z,8.93000031,8.93000031,8.93000031,8.93000031,8.48999977,8.48999977,8.48999977,8.48999977
1987-05-21T21:00:00Z,9.01000023,9.01000023,9.01000023,9.01000023,8.46000004,8.46000004,8.46000004,8.46000004
1987-05-24T21:00:00Z,9,9,9,9,8.46000004,8.46000004,8.46000004,8.46000004
1987-05-25T21:00:00Z,9.23999977,9.23999977,9.23999977,9.23999977,8.55000019,8.55000019,8.55000019,8.55000019
1987-05-26T21:00:00Z,9.22000027,9.22000027,9.22000027,9.22000027,8.65999985,8.65999985,8.65999985,8.65999985
1987-05-27T21:00:00Z,9.22000027,9.22000027,9.22000027,9.22000027,8.60999966,8.60999966,8.60999966,8.60999966
1987-05-28T21:00:00Z,8.90999985,8.90999985,8.90999985,8.90999985,8.56000042,8.56000042,8.56000042,8.56000042
1987-05-31T21:00:00Z,8.93999958,8.93999958,8.93999958,8.93999958,8.55000019,8.55000019,8.55000019,8.55000019
1987-06-01T21:00:00Z,8.94999981,8.94999981,8.94999981,8.94999981,8.51000023,8.51000023,8.51000023,8.51000023
1987-06-02T21:00:00Z,8.97000027,8.97000027,8.97000027,8.97000027,8.51000023,8.51000023,8.51000023,8.51000023
1987-06-03T21:00:00Z,9.09000015,9.09000015,9.09000015,9.09000015,8.52999973,8.52999973,8.52999973,8.52999973
1987-06-04T21:00:00Z,9.02000046,9.02000046,9.02000046,9.02000046,8.53999996,8.53999996,8.53999996,8.53999996
1987-06-07T21:00:00Z,9.02000046,9.02000046,9.02000046,9.02000046,8.52000046,8.52000046,8.52000046,8.52000046
1987-06-08T21:00:00Z,8.86999989,8.86999989,8.86999989,8.86999989,8.46000004,8.46000004,8.46000004,8.46000004
1987-06-09T21:00:00Z,8.89000034,8.89000034,8.89000034,8.89000034,8.36999989,8.36999989,8.36999989,8.36999989
1987-06-10T21:00:00Z,8.89000034,8.89000034,8.89000034,8.89000034,8.39999962,8.39999962,8.39999962,8.39999962
1987-06-11T21:00:00Z,8.81000042,8.81000042,8.81000042,8.81000042,8.43999958,8.43999958,8.43999958,8.43999958
1987-06-14T21:00:00Z,9,9,9,9,8.46000004,8.46000004,8.46000004,8.46000004
1987-06-15T21:00:00Z,8.93000031,8.93000031,8.93000031,8.93000031,8.60000038,8.60000038,8.60000038,8.60000038
1987-06-16T21:00:00Z,8.85999966,8.85999966,8.85999966,8.85999966,8.60999966,8.60999966,8.60999966,8.60999966
1987-06-17T21:00:00Z,9.01000023,9.01000023,9.01000023,9.01000023,8.59000015,8.59000015,8.59000015,8.59000015
1987-06-18T21:00:00Z,9.01000023,9.01000023,9.01000023,9.01000023,8.68999958,8.68999958,8.68999958,8.68999958
1987-06-21T21:00:00Z,9.35999966,9.35999966,9.35999966,9.35999966,8.81999969,8.81999969,8.81999969,8.81999969
1987-06-22T21:00:00Z,9.31999969,9.31999969,9.31999969,9.31999969,8.85999966,8.85999966,8.85999966,8.85999966
1987-06-23T21:00:00Z,9.19999981,9.19999981,9.19999981,9.19999981,8.81999969,8.81999969,8.81999969,8.81999969
1987-06-24T21:00:00Z,9.22999954,9.22999954,9.22999954,9.22999954,8.81999969,8.81999969,8.81999969,8.81999969
1987-06-25T21:00:00Z,9.30000019,9.30000019,9.30000019,9.30000019,8.81999969,8.81999969,8.81999969,8.81999969
1987-06-28T21:00:00Z,9.38000011,9.38000011,9.38000011,9.38000011,8.85999966,8.85999966,8.85999966,8.85999966
1987-06-29T21:00:00Z,9.27999973,9.27999973,9.27999973,9.27999973,8.86999989,8.86999989,8.86999989,8.86999989
1987-06-30T21:00:00Z,9.38000011,9.38000011,9.38000011,9.38000011,8.84000015,8.84000015,8.84000015,8.84000015
1987-07-01T21:00:00Z,9.43999958,9.43999958,9.43999958,9.43999958,8.85000038,8.85000038,8.85000038,8.85000038
1987-07-02T21:00:00Z,9.43000031,9.43000031,9.43000031,9.43000031,8.86999989,8.86999989,8.86999989,8.86999989
1987-07-05T21:00:00Z,9.27999973,9.27999973,9.27999973,9.27999973,8.85999966,8.85999966,8.85999966,8.85999966
1987-07-06T21:00:00Z,9.23999977,9.23999977,9.23999977,9.23999977,8.82999992,8.82999992,8.82999992,8.82999992
1987-07-07T21:00:00Z,9.18999958,9.18999958,9.18999958,9.18999958,8.81000042,8.81000042,8.81000042,8.81000042
1987-07-08T21:00:00Z,9.22000027,9.22000027,9.22000027,9.22000027,8.81000042,8.81000042,8.81000042,8.81000042
1987-07-09T21:00:00Z,9.22999954,9.22999954,9.22999954,9.22999954,8.81000042,8.81000042,8.81000042,8.81000042
1987-07-12T21:00:00Z,9.18999958,9.18999958,9.18999958,9.18999958,8.81000042,8.81000042,8.81000042,8.81000042
1987-07-13T21:00:00Z,9.22999954,9.22999954,9.22999954,9.22999954,8.82999992,8.82999992,8.82999992,8.82999992
1987-07-14T21:00:00Z,9.18999958,9.18999958,9.18999958,9.18999958,8.82999992,8.82999992,8.82999992,8.82999992
1987-07-15T21:00:00Z,9.14000034,9.14000034,9.14000034,9.14000034,8.82999992,8.82999992,8.82999992,8.82999992
1987-07-16T21:00:00Z,9.14999962,9.14999962,9.14999962,9.14999962,8.81999969,8.81999969,8.81999969,8.81999969
1987-07-19T21:00:00Z,9.30000019,9.30000019,9.30000019,9.30000019,8.81000042,8.81000042,8.81000042,8.81000042
1987-07-20T21:00:00Z,9.34000015,9.34000015,9.34000015,9.34000015,8.85999966,8.85999966,8.85999966,8.85999966
1987-07-21T21:00:00Z,9.60999966,9.60999966,9.60999966,9.60999966,8.89000034,8.89000034,8.89000034,8.89000034
1987-07-22T21:00:00Z,9.48999977,9.48999977,9.48999977,9.48999977,8.90999985,8.90999985,8.90999985,8.90999985
1987-07-23T21:00:00Z,9.48999977,9.48999977,9.48999977,9.48999977,8.89000034,8.89000034,8.89000034,8.89000034
1987-07-26T21:00:00Z,9.82999992,9.82999992,9.82999992,9.82999992,8.89000034,8.89000034,8.89000034,8.89000034
1987-07-27T21:00:00Z,9.68999958,9.68999958,9.68999958,9.68999958,8.92000008,8.92000008,8.92000008,8.92000008
1987-07-28T21:00:00Z,9.67000008,9.67000008,9.67000008,9.67000008,8.89999962,8.89999962,8.89999962,8.89999962
1987-07-29T21:00:00Z,9.81999969,9.81999969,9.81999969,9.81999969,8.89000034,8.89000034,8.89000034,8.89000034
1987-07-30T21:00:00Z,9.94999981,9.94999981,9.94999981,9.94999981,8.93000031,8.93000031,8.93000031,8.93000031
1987-08-02T21:00:00Z,10.02000046,10.02000046,10.02000046,10.02000046,9.22000027,9.22000027,9.22000027,9.22000027
1987-08-03T21:00:00Z,9.97000027,9.97000027,9.97000027,9.97000027,9.22000027,9.22000027,9.22000027,9.22000027
1987-08-04T21:00:00Z,9.90999985,9.90999985,9.90999985,9.90999985,9.06000042,9.06000042,9.06000042,9.06000042
1987-08-05T21:00:00Z,10.30000019,10.30000019,10.30000019,10.30000019,9.05000019,9.05000019,9.05000019,9.05000019
1987-08-06T21:00:00Z,10.31999969,10.31999969,10.31999969,10.31999969,9.85000038,9.85000038,9.85000038,9.85000038
1987-08-09T21:00:00Z,10.35999966,10.35999966,10.35999966,10.35999966,9.89999962,9.89999962,9.89999962,9.89999962
1987-08-10T21:00:00Z,10.21000004,10.21000004,10.21000004,10.21000004,9.85000038,9.85000038,9.85000038,9.85000038
1987-08-11T21:00:00Z,10.17000008,10.17000008,10.17000008,10.17000008,9.80000019,9.80000019,9.80000019,9.80000019
1987-08-12T21:00:00Z,10.21000004,10.21000004,10.21000004,10.21000004,9.77999973,9.77999973,9.77999973,9.77999973
1987-08-13T21:00:00Z,10.10999966,10.10999966,10.10999966,10.10999966,9.78999996,9.78999996,9.78999996,9.78999996
1987-08-16T21:00:00Z,10.22000027,10.22000027,10.22000027,10.22000027,9.72999954,9.72999954,9.72999954,9.72999954
1987-08-17T21:00:00Z,10.27000046,10.27000046,10.27000046,10.27000046,9.80000019,9.80000019,9.80000019,9.80000019
1987-08-18T21:00:00Z,10.30000019,10.30000019,10.30000019,10.30000019,9.81000042,9.81000042,9.81000042,9.81000042
1987-08-19T21:00:00Z,10.68999958,10.68999958,10.68999958,10.68999958,9.81000042,9.81000042,9.81000042,9.81000042
1987-08-20T21:00:00Z,10.57999992,10.57999992,10.57999992,10.57999992,9.86999989,9.86999989,9.86999989,9.86999989
1987-08-23T21:00:00Z,10.52000046,10.52000046,10.52000046,10.52000046,9.88000011,9.88000011,9.88000011,9.88000011
1987-08-24T21:00:00Z,10.64000034,10.64000034,10.64000034,10.64000034,9.89999962,9.89999962,9.89999962,9.89999962
1987-08-25T21:00:00Z,10.68000031,10.68000031,10.68000031,10.68000031,9.96000004,9.96000004,9.96000004,9.96000004
1987-08-26T21:00:00Z,10.64000034,10.64000034,10.64000034,10.64000034,9.97000027,9.97000027,9.97000027,9.97000027
1987-08-27T21:00:00Z,10.56999969,10.56999969,10.56999969,10.56999969,10.06000042,10.06000042,10.06000042,10.06000042
1987-08-30T21:00:00Z,10.56999969,10.56999969,10.56999969,10.56999969,10.06000042,10.06000042,10.06000042,10.06000042
1987-08-31T21:00:00Z,10.47999954,10.47999954,10.47999954,10.47999954,9.98999977,9.98999977,9.98999977,9.98999977
1987-09-01T21:00:00Z,10.39000034,10.39000034,10.39000034,10.39000034,9.89000034,9.89000034,9.89000034,9.89000034
1987-09-02T21:00:00Z,10.30000019,10.30000019,10.30000019,10.30000019,9.85999966,9.85999966,9.85999966,9.85999966
1987-09-03T21:00:00Z,10.34000015,10.34000015,10.34000015,10.34000015,9.85999966,9.85999966,9.85999966,9.85999966
1987-09-06T21:00:00Z,10.32999992,10.32999992,10.32999992,10.32999992,9.82999992,9.82999992,9.82999992,9.82999992
1987-09-07T21:00:00Z,10.38000011,10.38000011,10.38000011,10.38000011,9.81000042,9.81000042,9.81000042,9.81000042
1987-09-08T21:00:00Z,10.56000042,10.56000042,10.56000042,10.56000042,9.84000015,9.84000015,9.84000015,9.84000015
1987-09-09T21:00:00Z,10.52000046,10.52000046,10.52000046,10.52000046,9.82999992,9.82999992,9.82999992,9.82999992
1987-09-10T21:00:00Z,10.47000027,10.47000027,10.47000027,10.47000027,9.81999969,9.81999969,9.81999969,9.81999969
1987-09-13T21:00:00Z,10.43999958,10.43999958,10.43999958,10.43999958,9.80000019,9.80000019,9.80000019,9.80000019
1987-09-14T21:00:00Z,10.44999981,10.44999981,10.44999981,10.44999981,9.80000019,9.80000019,9.80000019,9.80000019
1987-09-15T21:00:00Z,10.43000031,10.43000031,10.43000031,10.43000031,9.77999973,9.77999973,9.77999973,9.77999973
1987-09-16T21:00:00Z,10.26000023,10.26000023,10.26000023,10.26000023,9.75,9.75,9.75,9.75
1987-09-17T21:00:00Z,10.07999992,10.07999992,10.07999992,10.07999992,9.73999977,9.73999977,9.73999977,9.73999977
1987-09-20T21:00:00Z,10.15999985,10.15999985,10.15999985,10.15999985,9.71000004,9.71000004,9.71000004,9.71000004
1987-09-21T21:00:00Z,10.17000008,10.17000008,10.17000008,10.17000008,9.72000027,9.72000027,9.72000027,9.72000027
1987-09-22T21:00:00Z,10.21000004,10.21000004,10.21000004,10.21000004,9.76000023,9.76000023,9.76000023,9.76000023
1987-09-23T21:00:00Z,10.44999981,10.44999981,10.44999981,10.44999981,9.77000046,9.77000046,9.77000046,9.77000046
1987-09-24T21:00:00Z,10.39999962,10.39999962,10.39999962,10.39999962,9.82999992,9.82999992,9.82999992,9.82999992
1987-09-27T21:00:00Z,10.30000019,10.30000019,10.30000019,10.30000019,9.82999992,9.82999992,9.82999992,9.82999992
1987-09-28T21:00:00Z,10.42000008,10.42000008,10.42000008,10.42000008,9.84000015,9.84000015,9.84000015,9.84000015
1987-09-29T21:00:00Z,10.38000011,10.38000011,10.38000011,10.38000011,9.86999989,9.86999989,9.86999989,9.86999989
1987-09-30T21:00:00Z,10.40999985,10.40999985,10.40999985,10.40999985,9.84000015,9.84000015,9.84000015,9.84000015
1987-10-01T21:00:00Z,10.38000011,10.38000011,10.38000011,10.38000011,9.86999989,9.86999989,9.86999989,9.86999989
1987-10-04T21:00:00Z,10.35000038,10.35000038,10.35000038,10.35000038,9.81999969,9.81999969,9.81999969,9.81999969
1987-10-05T21:00:00Z,10.38000011,10.38000011,10.38000011,10.38000011,9.81000042,9.81000042,9.81000042,9.81000042
1987-10-06T21:00:00Z,10.32999992,10.32999992,10.32999992,10.32999992,9.82999992,9.82999992,9.82999992,9.82999992
1987-10-07T21:00:00Z,10.35999966,10.35999966,10.35999966,10.35999966,9.85000038,9.85000038,9.85000038,9.85000038
1987-10-08T21:00:00Z,10.38000011,10.38000011,10.38000011,10.38000011,9.85999966,9.85999966,9.85999966,9.85999966
1987-10-11T21:00:00Z,10.36999989,10.36999989,10.36999989,10.36999989,9.85000038,9.85000038,9.85000038,9.85000038
1987-10-12T21:00:00Z,10.35000038,10.35000038,10.35000038,10.35000038,9.84000015,9.84000015,9.84000015,9.84000015
1987-10-13T21:00:00Z,10.39000034,10.39000034,10.39000034,10.39000034,9.81000042,9.81000042,9.81000042,9.81000042
1987-10-14T21:00:00Z,10.47999954,10.47999954,10.47999954,10.47999954,9.82999992,9.82999992,9.82999992,9.82999992
1987-10-15T21:00:00Z,10.47999954,10.47999954,10.47999954,10.47999954,9.84000015,9.84000015,9.84000015,9.84000015
1987-10-18T21:00:00Z,10.64999962,10.64999962,10.64999962,10.64999962,9.89999962,9.89999962,9.89999962,9.89999962
1987-10-19T21:00:00Z,10.30000019,10.30000019,10.30000019,10.30000019,9.89000034,9.89000034,9.89000034,9.89000034
1987-10-20T21:00:00Z,10.30000019,10.30000019,10.30000019,10.30000019,9.84000015,9.84000015,9.84000015,9.84000015
1987-10-21T21:00:00Z,10.18999958,10.18999958,10.18999958,10.18999958,9.80000019,9.80000019,9.80000019,9.80000019
1987-10-22T21:00:00Z,9.80000019,9.80000019,9.80000019,9.80000019,9.65999985,9.65999985,9.65999985,9.65999985
1987-10-25T22:00:00Z,9.43999958,9.43999958,9.43999958,9.43999958,8.78999996,8.78999996,8.78999996,8.78999996
1987-10-26T22:00:00Z,9.51000023,9.51000023,9.51000023,9.51000023,9.09000015,9.09000015,9.09000015,9.09000015
1987-10-27T22:00:00Z,9.35999966,9.35999966,9.35999966,9.35999966,8.88000011,8.88000011,8.88000011,8.88000011
1987-10-28T22:00:00Z,9.31000042,9.31000042,9.31000042,9.31000042,8.77999973,8.77999973,8.77999973,8.77999973
1987-10-29T22:00:00Z,9.32999992,9.32999992,9.32999992,9.32999992,8.97000027,8.97000027,8.97000027,8.97000027
1987-11-01T22:00:00Z,9.31000042,9.31000042,9.31000042,9.31000042,8.97000027,8.97000027,8.97000027,8.97000027
1987-11-02T22:00:00Z,9.25,9.25,9.25,9.25,8.97000027,8.97000027,8.97000027,8.97000027
1987-11-03T22:00:00Z,9.18999958,9.18999958,9.18999958,9.18999958,8.93999958,8.93999958,8.93999958,8.93999958
1987-11-04T22:00:00Z,8.93000031,8.93000031,8.93000031,8.93000031,8.52999973,8.52999973,8.52999973,8.52999973
1987-11-05T22:00:00Z,8.90999985,8.90999985,8.90999985,8.90999985,8.52999973,8.52999973,8.52999973,8.52999973
1987-11-08T22:00:00Z,8.51000023,8.51000023,8.51000023,8.51000023,8.27999973,8.27999973,8.27999973,8.27999973
